"","ID","feature_id","FirstID.x","Area_m2","East_Poly","North_Poly","Ring_Oval","Area_ha","Order","FID_1","FirstID.y","SecondID","ThirdID","FourthID","FifthID","SixithID","SeventhID","CU_n","East","North","Unit","Site","Subsite","Area_m2_Pts","Area_ha_Pts","Time","PreXM_taq","NewPoly","Pct_XM_Ceramics","CerAbund","Wrong.a","Notes.a","Func1","Func1_d","Func2","Func2_d","Arch1","Arch1_d","Arch2","Arch2_d","H2020_1","H2020_2","H2020_3","H2020_Wkshp","Ang_Func","Ang_Func_d","Ang_Pop_calc","Ang_Area_m2","Ang_HH1","Ang_perHHArea","Ang_Incl","AnnieNew","Small","SmallGroup","Flag_AptCompClass","ReclassAng","ReclassAng_notes","ReclassH2020","ReclassH2020_notes","ClassBy","XM_c","XM_f","XM_d","XM_group_c","XM_group_f","XM_group_d","XM_macro_c","XM_macro_f","XM_macro_d","XM_DwellingUnits","XM_Pop","Unoccu","Flag","Flag_notes","Flag_code","AnnieRev","AnnieRev_Notes","Ring_Circle","StatusDiff","Workshop","Include","DELETE","DELETE_notes","OffMap","NoColUnit","Notes","XM_OB_bi","XM_Low_bi","XM_IM_bi","XM_UncertStat_bi","XM_High_bi","XM_PlatOther_bi","XM_Altar_bi","XM_PlatformRelig_bi","XM_Religious_bi","XM_ProbTemple_bi","XM_Civic_bi","XM_AoD_bi","XM_Plaza_bi","XM_Other_bi","XM_Unk_bi","XM_Unoccu_bi","XM_grp_OB_bi","XM_grp_Low_bi","XM_grp_IM_bi","XM_grp_UncertStat_bi","XM_grp_High_bi","XM_grp_DomPlat_bi","XM_grp_CCFeat_bi","XM_grp_AoD_bi","XM_grp_Plaza_bi","XM_grp_Other_bi","XM_grp_Unk_bi","XM_grp_Unoccu_bi","XM_macro_OB_bi","XM_macro_DStr_bi","XM_macro_DomPlat_bi","XM_macro_CCFeatO_bi","XM_macro_Unk_bi","XM_macro_Unoccu_bi","XM_Pop_Low","XM_Area_Low","XM_Pop_IM","XM_Area_IM","XM_Pop_High","XM_Area_High","XM_Pop_UncertStat","XM_Area_UncertStat","XM_Area_CCFeat","XM_Area_CCFeatO","XM_Area_DStr","XM_Area_OB","XM_Area_Unoccu","XM_Area_DomPlat","XM_Area_Unk","DistLine","InvDistLine","AreaPerPerson","Wealth_Pop","Wealth_Area","PropVal_DStr_InvDist","PropVal_HH_InvDist","PropVal_DStr_InvDistClass","PropVal_HH_InvDistClass"
"11",2595,"2595","2261",5767.147,515588.9518,2176229.596,3,0.5767147,3269,2595,2261,NA,NA,NA,NA,NA,NA,1,515588.9518,2176229.596,"N1W1","13","F",5767.147,0.5767147,"",0,0,0.022222222,6,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",149.209374,6539,20,327,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",17.78337034,172.4986923,NA,1,"","AnnieRev",1,"Polygon Revised Str Ciu  Platform SW",3,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,172.4986923,5767.147,0,0,0,0,0,0,5767.147,0,0,0,0,1104.25187395711,0.000905590493966271,43.82432,7559.63789093674,252741.29561504,5.2226735005061,0.293682997128996,228.880114741699,12.8704576447402
"12",2596,"2596","2263",4498.796,515504.8131,2176243.046,3,0.4498796,3270,2596,2263,NA,NA,NA,NA,NA,NA,1,515504.8131,2176243.046,"N1W1","13","H",4498.796,0.4498796,"",0,0,0.136363636,6,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",116.3965464,5101,16,319,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",13.87232809,134.5615825,NA,1,"","AnnieRev",1,"Polygon Revised Str Ciu  Platform SW",4,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,134.5615825,4498.796,0,0,0,0,0,0,4498.796,0,0,0,0,1132.28687649222,0.000883168409668374,43.82432,5897.0698511864,197156.67551872,3.97319450874244,0.286411515281747,174.122547573372,12.5517898973922
"13",2597,"2597","2264",2088.524,515440.4339,2176260.262,3,0.2088524,3271,2597,2264,NA,NA,NA,NA,NA,NA,1,515440.4339,2176260.262,"N1W1","13","J",2088.524,0.2088524,"",0,0,0.25,1,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",54.03391921,2368,7,338,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",6.440098674,62.46895714,NA,1,"","AnnieRev",1,"Polygon Revised Str Ciu  Platform SW",4,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62.46895714,2088.524,0,0,0,0,0,0,2088.524,0,0,0,0,1151.74411564433,0.000868248412487489,43.82432,2737.65956776965,91528.14410368,1.81335764744202,0.281572960172632,79.4691658159462,12.3397435099527
"14",2400,"2400","2265",1205.56,515592.7137,2176170.601,3,0.120556,3080,2400,2265,NA,NA,NA,NA,NA,NA,1,515592.7137,2176170.601,"N1W1","13","K",1205.56,0.120556,"",0,0,0.078431373,-1,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",31.19272279,1367,4,342,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",3.71742214,36.05899476,NA,1,"","AnnieRev",1,"Polygon Revised Str Ciu  Platform SW",4,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36.05899476,1205.56,0,0,0,0,0,0,1205.56,0,0,0,0,1155.89017385208,0.000865134095454268,43.82432,1580.26092524056,52832.8472192,1.04297106011585,0.280562987155354,45.7074974892561,12.2954821292521
"15",2391,"2391","2267",2893.724,515782.4221,2176628.392,2,0.2893724,3071,2391,2267,NA,NA,NA,NA,NA,NA,1,515782.4221,2176628.392,"N1W1","15","B",2893.724,0.2893724,"",0,0,0.026819923,7,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",74.86709837,3281,10,328,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",8.922984891,86.55295344,NA,1,"","AnnieRev",1,"Polygon Revised Str Ciu  Platform NW",3,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86.55295344,2893.724,0,0,0,0,0,0,2893.724,0,0,0,0,661.016200236908,0.00151282222681018,43.82432,3793.12432849966,126815.48656768,4.37768998545405,0.490608248128888,191.849286783334,21.5005728606398
"16",2392,"2392","2268",2134.293,515762.189,2176576.836,2,0.2134293,3072,2392,2268,NA,NA,NA,NA,NA,NA,1,515762.189,2176576.836,"N1W1","15","C",2134.293,0.2134293,"",0,0,0.020408163,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",55.22047487,2420,7,346,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",6.581230342,63.83793432,NA,1,"","AnnieRev",1,"Polygon Revised Str Ciu  Platform NW",3,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63.83793432,2134.293,0,0,0,0,0,0,2134.293,0,0,0,0,716.20427169307,0.00139624970071185,43.82432,2797.65406177866,93533.93940576,2.9800059624814,0.452803777959821,130.596734901693,19.8438176625201
"17",2393,"2393","2269",717.084,515771.1652,2176531.166,2,0.0717084,3073,2393,2269,NA,NA,NA,NA,NA,NA,1,515771.1652,2176531.166,"N1W1","15","D",717.084,0.0717084,"",0,0,0,3,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",18.55134135,813,3,271,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",2.211174838,21.44839593,NA,1,"","AnnieRev",1,"Polygon Revised Str Ciu  Platform NW",3,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.44839593,717.084,0,0,0,0,0,0,717.084,0,0,0,0,753.814322250454,0.00132658662814283,43.82432,939.961366723018,31425.71868288,0.951274045655171,0.430212043528677,41.6889381844868,18.8537502634547
"18",2394,"2394","2270",2134.572,515661.5381,2176562.424,2,0.2134572,3074,2394,2270,NA,NA,NA,NA,NA,NA,1,515661.5381,2176562.424,"N1W1","15","E",2134.572,0.2134572,"",0,0,0.086956522,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",55.22047487,2420,7,346,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",6.582090657,63.84627937,NA,1,"","AnnieRev",1,"Polygon Revised Str Ciu  Platform NW",3,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63.84627937,2134.572,0,0,0,0,0,0,2134.572,0,0,0,0,777.921305505522,0.00128547706936779,43.82432,2798.01977792028,93546.16639104,2.74394335891453,0.416880213583259,120.251451822945,18.2694918817411
"19",2395,"2395","2271",3296.99,515637.5577,2176636.054,2,0.329699,3075,2395,2271,NA,NA,NA,NA,NA,NA,1,515637.5577,2176636.054,"N1W1","15","F",3296.99,0.329699,"",0,0,0.018867925,6,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",85.29509713,3738,12,312,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",10.16648165,98.61487203,NA,1,"","AnnieRev",1,"Polygon Revised Str Ciu  Platform NW",3,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98.61487203,3296.99,0,0,0,0,0,0,3296.99,0,0,0,0,730.891543095307,0.00136819205181254,43.82432,4321.72970860177,144488.3447968,4.51091551290542,0.4437046825246,197.687804930531,19.4450559924565
"20",2396,"2396","2272",2638.531,515707.6574,2176657.473,2,0.2638531,3076,2396,2272,NA,NA,NA,NA,NA,NA,1,515707.6574,2176657.473,"N1W1","15","G",2638.531,0.2638531,"",0,0,0.025423729,7,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",68.27258711,2992,9,332,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",8.136080789,78.91998366,NA,1,"","AnnieRev",1,"Polygon Revised Str Ciu  Platform NW",3,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78.91998366,2638.531,0,0,0,0,0,0,2638.531,0,0,0,0,673.030590232433,0.0014858165654174,43.82432,3458.61461831061,115631.82687392,3.92037306816734,0.481850312188111,171.807683858747,21.1167622734317
"21",2397,"2397","2273",1586.407,515708.9289,2176599.366,2,0.1586407,3077,2397,2273,NA,NA,NA,NA,NA,NA,1,515708.9289,2176599.366,"N1W1","15","H",1586.407,0.1586407,"",0,0,0,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",41.0502621,1799,6,300,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",4.891788467,47.45034813,NA,1,"","AnnieRev",1,"Polygon Revised Str Ciu  Platform NW",3,0,0,1,0,NA,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.45034813,1586.407,0,0,0,0,0,0,1586.407,0,0,0,0,721.673055435291,0.00138566902625571,43.82432,2079.47924056052,69523.20801824,2.19823504293524,0.449372465257754,96.3361559568075,19.6934427166447
